"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-14","0.0",",,E",,,,,"8.1",",,E","-2.4",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-15","0.0",",,E",,,,,"7.9",",,E","0.8",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-16","0.0",",,E",,,,,"7.5",",,E","-2.2",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-17","0.0",",,E",,,,,"10.3",",,E","3.8",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-18","0.0",",,E",,,,,"16.5",",,E","0.3",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-19","0.0",",,E",,,,,"18.7",",,E","-2.0",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-20","0.0",",,E",,,,,"16.5",",,E","5.5",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-21","0.0",",,E",,,,,"15.9",",,E","7.2",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-22","0.8",",,E",,,,,"11.5",",,E","10.1",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-23","2.2",",,E",,,,,"12.0",",,E","6.1",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-24","0.0",",,E",,,,,"13.8",",,E","5.6",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-25","0.0",",,E",,,,,"16.4",",,E","3.0",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-26","0.2",",,E",,,,,"11.1",",,E","3.6",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-27","0.0",",,E",,,,,"13.9",",,E","2.4",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-28","0.0",",,E",,,,,"13.6",",,E","6.8",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-29","0.0",",,E",,,,,"16.1",",,E","1.6",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-30","0.0",",,E",,,,,"15.8",",,E","7.5",",,E"
"UKE00105900","ROTHAMSTED, UK","51.8067","0.3581","128.0","2025-03-31","0.0",",,E",,,,,,,"1.4",",,E"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-01","1.5",",,S",,,"4.4","H,,S","9.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-02","0.3",",,S",,,"-0.5","H,,S","3.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-03","1.5",",,S",,,"1.4","H,,S","5.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-04","0.8",",,S",,,"-0.1","H,,S","3.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-05","1.0",",,S",,,"2.4","H,,S","3.8",",,S","0.0",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-06","2.0",",,S",,,"1.2","H,,S","4.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-07","2.8",",,S",,,"0.8","H,,S","3.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-08","2.0",",,S",,,"-2.4","H,,S","2.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-09","0.0",",,S",,,"-1.4","H,,S","1.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-10","0.5",",,S",,,"0.0","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-11","0.5",",,S",,,"4.4","H,,S","6.1",",,S","1.6",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-12","0.8",",,S",,,"5.3","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-13","0.0",",,S",,,"11.1","H,,S",,,"8.7",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-14","2.3",",,S",,,"10.1","H,,S",,,"7.5",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-15","0.0",",,S",,,"8.6","H,,S","12.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-16","0.0",",,S",,,"7.3","H,,S","10.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-17","0.0",",,S",,,"8.6","H,,S","10.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-18","0.0",",,S",,,"7.6","H,,S","9.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-19","0.0",",,S",,,"7.3","H,,S","8.4",",,S","6.5",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-20","0.5",",,S",,,"7.1","H,,S","9.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-21","0.3",",,S",,,"5.3","H,,S","7.1",",,S","4.6",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-22","0.5",",,S",,,"4.7","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-23","0.0",",,S",,,"4.9","H,,S","7.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-24","9.9",",,S",,,"5.2","H,,S","11.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-25","1.0",",,S",,,"2.2","H,,S","5.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-26","0.0",",,S",,,"3.2","H,,S","8.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-27","9.9",",,S",,,"6.2","H,,S","8.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-28","5.8",",,S",,,"5.8","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-29","0.0",",,S",,,"3.2","H,,S","8.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-30","0.5",",,S",,,"2.4","H,,S","6.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-01-31","7.6",",,S",,,"5.3","H,,S","9.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-01","0.0",",,S",,,"6.7","H,,S","9.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-02","0.0",",,S",,,"6.9","H,,S","9.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-03","0.5",",,S",,,"8.9","H,,S","11.3",",,S","4.8",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-04","2.0",",,S",,,"7.4","H,,S",,,"2.5",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-05","2.5",",,S",,,"3.9","H,,S","7.9",",,S","1.9",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-06","0.0",",,S",,,"4.1","H,,S","9.3",",,S","0.4",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-07","0.0",",,S",,,"3.7","H,,S","7.0",",,S","0.8",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-08","0.0",",,S",,,"3.4","H,,S","5.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-09","0.0",",,S",,,"3.7","H,,S","7.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-10","0.0",",,S",,,"4.2","H,,S","6.5",",,S","2.9",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-11","0.3",",,S",,,"4.2","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-12","0.0",",,S",,,"4.4","H,,S","5.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-13","0.8",",,S",,,"3.9","H,,S","5.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-14","0.0",",,S",,,"3.6","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-15","1.5",",,S",,,"5.1","H,,S","6.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-16","0.0",",,S",,,"4.7","H,,S","6.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-17","0.5",",,S",,,"4.5","H,,S","6.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-18","0.3",",,S",,,"5.2","H,,S","7.2",",,S","4.7",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-19","0.0",",,S",,,"7.4","H,,S","10.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-20","5.6",",,S",,,"11.5","H,,S","13.4",",,S","8.6",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-21","3.0",",,S",,,"10.4","H,,S","12.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-22","7.1",",,S",,,"8.2","H,,S","12.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-23","0.5",",,S",,,"9.6","H,,S","13.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-24","6.6",",,S",,,"7.1","H,,S","10.7",",,S","4.0",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-25","1.0",",,S",,,"4.9","H,,S","9.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-26","2.3",",,S",,,"4.4","H,,S","8.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-27","2.3",",,S",,,"3.8","H,,S","9.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-02-28","0.3",",,S",,,"3.3","H,,S","9.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-01","0.0",",,S",,,"5.3","H,,S","7.9",",,S","2.9",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-02","1.0",",,S",,,"7.1","H,,S","9.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-03","0.0",",,S",,,"8.2","H,,S","10.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-04","0.0",",,S",,,"7.4","H,,S","10.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-05","1.3",",,S",,,"8.8","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-06","0.3",",,S",,,"9.0","H,,S","11.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-07","0.8",",,S",,,"8.8","H,,S","11.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-08","2.5",",,S",,,"10.1","H,,S","15.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-09","0.0",",,S",,,"9.2","H,,S","15.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-10","0.0",",,S",,,"7.2","H,,S","11.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-11","0.0",",,S",,,"4.0","H,,S","8.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-12","0.0",",,S",,,"4.7","H,,S","9.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-13","0.0",",,S",,,"2.9","H,,S","9.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-14","0.5",",,S",,,"3.8","H,,S","9.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-15","0.0",",,S",,,"2.7","H,,S","9.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-16","0.0",",,S",,,"5.9","H,,S","12.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-17","0.0",",,S",,,"5.8","H,,S","8.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-18","0.0",",,S",,,"5.9","H,,S","10.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-19","0.0",",,S",,,"5.3","H,,S","12.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-20","0.0",",,S",,,"7.3","H,,S","14.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-21","0.0",",,S",,,"11.2","H,,S","15.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-22","1.0",",,S",,,"8.7","H,,S","12.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-23","5.1",",,S",,,"7.3","H,,S","11.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-24","0.0",",,S",,,"6.7","H,,S","13.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-25","0.3",",,S",,,"9.2","H,,S","12.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-26","0.3",",,S",,,"9.2","H,,S","13.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-27","0.0",",,S",,,"10.7","H,,S","14.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-28","5.1",",,S",,,"5.8","H,,S","10.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-29","2.0",",,S",,,"7.2","H,,S","12.5",",,S","3.6",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-30","1.8",",,S",,,"10.8","H,,S","15.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-03-31","0.0",",,S",,,"12.1","H,,S","16.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-01","0.0",",,S",,,"10.0","H,,S","15.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-02","0.0",",,S",,,"9.6","H,,S","14.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-03","0.0",",,S",,,"9.9","H,,S","16.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-04","0.0",",,S",,,"10.6","H,,S","16.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-05","0.0",",,S",,,"8.1","H,,S","13.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-06","0.0",",,S",,,"7.9","H,,S","13.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-07","0.0",",,S",,,"7.8","H,,S","16.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-08","0.0",",,S",,,"8.4","H,,S","17.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-09","0.0",",,S",,,"8.9","H,,S","17.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-10","0.0",",,S",,,"9.6","H,,S","20.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-11","0.0",",,S",,,"11.3","H,,S","20.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-12","0.0",",,S",,,"10.8","H,,S","18.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-13","0.0",",,S",,,"7.1","H,,S","12.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-14","1.0",",,S",,,"7.9","H,,S","12.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-15","2.8",",,S",,,"7.3","H,,S","11.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-16","4.8",",,S",,,"6.1","H,,S","8.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-17","7.4",",,S",,,"7.7","H,,S","13.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-18","0.0",",,S",,,"7.4","H,,S","11.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-19","10.7",",,S",,,"8.8","H,,S","11.4",",,S","7.8",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-20","0.5",",,S",,,"8.7","H,,S","11.3",",,S","7.0",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-21","1.5",",,S",,,"9.2","H,,S","13.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-22","5.1",",,S",,,"8.6","H,,S","14.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-23","7.9",",,S",,,"10.9","H,,S","16.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-24","0.0",",,S",,,"9.8","H,,S","15.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-25","1.5",",,S",,,"10.4","H,,S","12.5",",,S","10.0",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-26","1.5",",,S",,,"12.1","H,,S","17.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-27","3.8",",,S",,,"13.7","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-28","0.0",",,S",,,"13.5","H,,S","18.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-29","0.0",",,S",,,"13.4","H,,S","21.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-04-30","0.0",",,S",,,"14.4","H,,S","22.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-01","0.0",",,S",,,"11.3","H,,S","21.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-02","0.0",",,S",,,"10.0","H,,S","15.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-03","0.0",",,S",,,"10.2","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-04","0.3",",,S",,,"7.6","H,,S","12.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-05","0.0",",,S",,,"7.6","H,,S","14.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-06","0.0",",,S",,,"8.7","H,,S","16.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-07","0.3",",,S",,,"9.9","H,,S","20.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-08","0.0",",,S",,,"10.1","H,,S","16.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-09","0.0",",,S",,,"10.1","H,,S","17.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-10","0.0",",,S",,,"11.9","H,,S","20.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-11","0.0",",,S",,,"12.6","H,,S","20.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-12","3.6",",,S",,,"13.8","H,,S","21.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-13","3.3",",,S",,,"15.8","H,,S","22.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-14","0.0",",,S",,,"12.9","H,,S","21.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-15","0.0",",,S",,,"13.2","H,,S","19.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-16","0.0",",,S",,,"13.8","H,,S","22.1",",,S","4.8",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-17","0.0",",,S",,,"14.0","H,,S","21.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-18","0.0",",,S",,,"14.8","H,,S","22.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-19","0.0",",,S",,,"12.0","H,,S","18.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-20","0.0",",,S",,,"12.7","H,,S","18.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-21","0.0",",,S",,,"12.4","H,,S","19.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-22","0.0",",,S",,,"11.7","H,,S","18.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-23","0.0",",,S",,,"10.9","H,,S","16.5",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-24","5.1",",,S",,,"15.5","H,,S","20.0",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-25","4.3",",,S",,,"11.8","H,,S","16.1",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-26","1.0",",,S",,,"10.4","H,,S","14.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-27","10.4",",,S",,,"10.7","H,,S","13.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-28","4.3",",,S",,,"12.6","H,,S","16.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-29","12.4",",,S",,,"15.4","H,,S","18.3",",,S","11.9",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-30","0.3",",,S",,,"15.8","H,,S","20.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-05-31","0.0",",,S",,,"14.2","H,,S","19.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-01","1.8",",,S",,,"11.9","H,,S",,,,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-02","0.5",",,S",,,"12.2","H,,S","16.8",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-03","5.8",",,S",,,"11.2","H,,S","14.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-04","0.5",",,S",,,"10.2","H,,S","14.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-05","0.5",",,S",,,"10.9","H,,S","15.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-06","2.3",",,S",,,"10.7","H,,S","16.6",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-07","1.3",",,S",,,"10.3","H,,S","14.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-08","0.5",",,S",,,"10.4","H,,S","14.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-09","3.3",",,S",,,"12.2","H,,S","14.1",",,S","10.8",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-10","9.7",",,S",,,"13.3","H,,S","18.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-11","0.0",",,S",,,"15.3","H,,S","20.0",",,S","9.9",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-12","11.2","B,,S",,,"14.9","H,,S","18.2",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-13","2.0","B,,S",,,"16.5","H,,S","20.7",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-14","26.9","B,,S",,,"12.9","H,,S","19.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-15","2.3","B,,S",,,"13.2","H,,S","17.0",",,S","9.2",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-16","0.0","B,,S",,,"15.7","H,,S","20.7",",,S","11.7",",,S"
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-17","0.0",",,S",,,"16.6","H,,S","20.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-18","0.0",",,S",,,"14.1","H,,S","18.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-19","0.0",",,S",,,"16.9","H,,S","23.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-20","0.0",",,S",,,"20.3","H,,S","28.4",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-21","0.0",",,S",,,"19.9","H,,S","24.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-22","1.3",",,S",,,"14.8","H,,S","23.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-23","2.0",",,S",,,"13.7","H,,S","16.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-24","5.6",",,S",,,"15.0","H,,S","17.3",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-25","5.3",",,S",,,"14.9","H,,S","17.9",",,S",,
"UKM00003917","ALDERGROVE, UK","54.658","-6.216","81.7","2025-06-26","2.3",",,S",,,"14.9","H,,S","18.8",",,S","12.5",",,S"
